OBJECTID	Color	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	X	Y	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	Color_1	ORIG_FID_1	RASTERVALU	X_1	Y_1
393		393	8.527223765	26.78885582	57.10819918	-5914989	1196610	304	2	393	982348.5133	304	393		393	-137	-5914989	1196610.375
394		394	7.116640089	22.35777244	39.77838978	-5914963	1196587.875	293	2	394	982316.3044	293	394		394	-137	-5914963	1196588
395		395	5.544671835	17.41887463	24.14517307	-5914836	1196555.25	257	2	395	982180.8373	257	395		395	-137	-5914836.5	1196555.25
396		396	6.310351498	19.82465283	31.27528798	-5914837	1196563	261	2	396	982184.0556	261	396		396	-137	-5914837.5	1196562.625
397		397	14.68315887	46.12831909	169.3266805	-5914848	1196569.75	263	2	397	982193.2964	263	397		397	-137	-5914847.5	1196570
398		398	7.032924446	22.09435866	38.84659298	-5914841	1196560.25	262	2	398	982186.4951	262	398		398	-137	-5914841	1196560.5
399		399	4.482350451	14.0816176	15.77957233	-5914963	1196572.75	290	2	399	982308.9664	290	399		399	-137	-5914963	1196572.75
400		400	17.28529577	54.30305733	234.6598016	-5914991.5	1196657.375	320	2	400	982368.286	320	400		400	-137	-5914991.5	1196657.625
401		401	65.50311699	205.784014	3369.871994	-5914899.5	1196588.25	269	2	401	982226.9652	269	401		401	-137	-5914898.5	1196583.125
402		402	13.89146378	43.64153662	151.5619566	-5914843.5	1196537	253	2	402	982174.2268	253	402		402	-137	-5914843.5	1196536.625
403		403	7.237432628	22.73675292	41.13836439	-5914852	1196560.625	264	2	403	982197.0451	264	403		403	-137	-5914851.5	1196560.5
404		404	26.12238523	82.06564061	535.9359178	-5914940.5	1196609.5	285	2	404	982295.1221	285	404		404	-137	-5914939.5	1196608.75
405		405	6.611066459	20.76909554	34.32616646	-5914928.5	1196611.375	284	2	405	982292.859	284	405		405	-137	-5914928.5	1196611.25
406		406	5.048053813	15.85916171	20.0147694	-5915020	1196711.125	362	2	406	982426.2419	362	406		406	-137	-5915020	1196710.875
407		407	2.417416042	7.594486077	4.589727658	-5915024.5	1196720.75	374	2	407	982436.7797	374	407		407	-137	-5915024.5	1196720.875
408		408	6.466509061	20.3151089	32.84191293	-5915033	1196708.75	376	2	408	982437.6528	376	408		408	-137	-5915033.5	1196708.875
409		409	42.39263368	133.1804687	1411.468576	-5915298.5	1196772.25	865	2	409	982698.5048	865	409		409	-103	-5915297.5	1196771.875
410		410	27.03106486	84.92074927	573.8756144	-5915267	1196709	758	2	410	982647.0359	758	410		410	-103	-5915266	1196708.75
411		411	21.49278612	67.52142781	362.8050893	-5915112	1196636.125	408	2	411	982469.892	408	411		411	-137	-5915112.5	1196634.5
412		412	20.00383264	62.84379112	314.2786572	-5915207	1196642.5	551	2	412	982563.2236	551	412		412	-137	-5915207	1196642.375
413		413	20.8899686	65.62787053	342.7415539	-5915194.5	1196659.125	543	2	413	982558.7568	543	413		413	-137	-5915195	1196659.25
414		414	39.13732136	122.9535328	1203.018093	-5915247	1196674.375	673	2	414	982607.1984	673	414		414	-137	-5915247	1196679.625
415		415	12.33036181	38.73704273	119.4106497	-5915131.5	1196654.25	440	2	415	982501.7831	440	415		415	-137	-5915131.5	1196654.375
416		416	4.008188394	12.59230907	12.61830107	-5915188	1196669.625	564	2	416	982566.4549	564	416		416	-137	-5915188.5	1196669.625
417		417	16.22984258	50.98749649	206.8795262	-5915209.5	1196662	592	2	417	982577.605	592	417		417	-137	-5915209.5	1196662.125
418		418	11.86308131	37.26908469	110.5318883	-5915224	1196641.5	606	2	418	982583.1471	606	418		418	-137	-5915224.5	1196641.75
419		419	21.98268869	69.06058376	379.5339463	-5915243	1196644.5	641	2	419	982596.963	641	419		419	-137	-5915242	1196644
420		420	16.06090367	50.45699216	202.596926	-5915169.5	1196619.125	468	2	420	982519.2133	468	420		420	-137	-5915169	1196620
421		421	13.84630458	43.4993004	150.5756271	-5915169.5	1196641.75	483	2	421	982530.3885	483	421		421	-137	-5915169.5	1196642.5
422		422	7.65420604	24.04644672	46.0142087	-5915180.5	1196644.125	515	2	422	982545.4114	515	422		422	-137	-5915180.5	1196643.875
423		423	21.8251736	68.56556039	374.1124797	-5915177	1196664.375	511	2	423	982544.5008	511	423		423	-137	-5915176	1196664
424		424	10.28425486	32.30917808	83.06956879	-5915339.5	1196736.375	948	2	424	982736.8139	948	424		424	-103	-5915339.5	1196736.625
425		425	38.11239355	119.7336358	1140.834056	-5915378.5	1196631.125	902	2	425	982711.7078	902	425		425	-103	-5915378	1196634.375
426		426	26.53717666	83.3689797	553.094206	-5915386.5	1196486	779	2	426	982659.5529	779	426		426	-103	-5915386.5	1196486.125
427		427	42.59327203	133.8110003	1424.865169	-5915475	1196473.125	930	2	427	982725.7841	930	427		427	-103	-5915479	1196471.875
428		428	11.15544484	35.04557472	97.73643841	-5915519.5	1196438	1023	2	428	982768.0122	1023	428		428	-103	-5915520	1196437.625
429		429	13.07192877	41.06658501	134.2045731	-5915350	1196401	620	2	429	982590.4424	620	429		429	-103	-5915349	1196401.25
430		430	10.76255577	33.81170509	90.97546429	-5915426	1196497	884	2	430	982707.2019	884	430		430	-103	-5915426	1196497.5
431		431	50.04637226	157.2250161	1967.131676	-5915321.5	1196518.375	651	2	431	982599.8726	651	431		431	-103	-5915321	1196514
432		432	11.82414102	37.14693431	109.8085335	-5915584	1196470	1097	2	432	982843.1983	1097	432		432	-103	-5915584	1196470
433		433	11.7694647	36.9747275	108.7927864	-5915541	1196484.375	1077	2	433	982811.0706	1077	433		433	-103	-5915541	1196484.125
434		434	8.487761805	26.66489684	56.58091307	-5915563	1196467.75	1088	2	434	982824.4315	1088	434		434	-103	-5915562.5	1196468.125
435		435	6.792614879	21.33983842	36.23868163	-5915543.5	1196446.25	1068	2	435	982796.9205	1068	435		435	-103	-5915543.5	1196445.875
436		436	5.306850599	16.67181989	22.11852468	-5915570.5	1196457.875	1090	2	436	982828.8412	1090	436		436	-103	-5915570.5	1196458.125
437		437	14.17135963	44.52053597	157.7287654	-5915510.5	1196520.5	1066	2	437	982796.39	1066	437		437	-103	-5915509.5	1196520.875
438		438	27.89358641	87.63059604	611.0850617	-5915482	1196538.75	1030	2	438	982770.8943	1030	438		438	-103	-5915481	1196539.875
439		439	8.754717614	27.50401536	60.19803842	-5915458.5	1196484.75	939	2	439	982733.4312	939	439		439	-103	-5915459	1196483.75
440		440	6.779215206	21.29748491	36.09497743	-5915472	1196485.75	971	2	440	982747.4225	971	440		440	-103	-5915472	1196485.375
441		441	9.987346591	31.37608867	78.34075329	-5915407.5	1196662.125	1019	2	441	982766.5297	1019	441		441	-103	-5915407.5	1196662.375
442		442	7.66359453	24.0755953	46.12583115	-5915448.5	1196680.875	1081	2	442	982815.4785	1081	442		442	-103	-5915448.5	1196681.625
443		443	14.5454048	45.69570947	166.1655484	-5915459.5	1196672.75	1086	2	443	982819.7542	1086	443		443	-103	-5915459	1196673.375
444		444	15.18424441	47.70257117	181.0813453	-5915373.5	1196688	960	2	444	982743.9101	960	444		444	-103	-5915373	1196687.625
445		445	5.474472222	17.19844957	23.53795512	-5915360.5	1196683.25	942	2	445	982734.6494	942	445		445	-103	-5915360.5	1196683.125
446		446	13.48876688	42.37638197	142.9018612	-5915316.5	1196722	888	2	446	982708.3299	888	446		446	-103	-5915316	1196721.875
447		447	4.76808149	14.97927764	17.85549428	-5915330.5	1196675	872	2	447	982702.6747	872	447		447	-103	-5915330	1196675
448		448	6.13490603	19.27316415	29.55943826	-5915349	1196683.75	926	2	448	982723.7006	926	448		448	-103	-5915349	1196684
449		449	4.871182715	15.30356556	18.63697372	-5915350.5	1196646.625	890	2	449	982708.5694	890	449		449	-103	-5915350.5	1196646.875
450		450	40.0728343	125.8924792	1261.216688	-5915280	1196473.625	510	2	450	982543.4719	510	450		450	-103	-5915281	1196472.375
451		451	5.853340098	18.38896053	26.90942993	-5915322	1196467	645	2	451	982598.2667	645	451		451	-103	-5915322	1196467.125
452		452	9.151670008	28.75108337	65.78071109	-5915410	1196413.125	771	2	452	982655.7012	771	452		452	-103	-5915410	1196413.375
453		453	15.61985686	49.07149558	191.6234809	-5915301.5	1196383	490	2	453	982534.247	490	453		453	-103	-5915301.5	1196383.125
454		454	5.95431985	18.70611741	27.84565561	-5915309.5	1196388.75	523	2	454	982549.4093	523	454		454	-103	-5915309.5	1196388.875
455		455	21.71543329	68.2209812	370.3616914	-5915282	1196447.125	508	2	455	982542.6695	508	455		455	-103	-5915281.5	1196446.625
456		456	12.54555524	39.41316479	123.61545	-5915252	1196423.125	445	2	456	982509.7177	445	456		456	-137	-5915252	1196423.5
457		457	5.839271038	18.34470198	26.78005457	-5915240.5	1196411.375	430	2	457	982495.4043	430	457		457	-137	-5915240.5	1196411.5
458		458	27.48792201	86.35585387	593.4357442	-5915253.5	1196447.875	451	2	458	982512.6372	451	458		458	-137	-5915254	1196452.125
459		459	20.12034485	63.20974453	317.9495437	-5915384.5	1196459	756	2	459	982646.6302	756	459		459	-103	-5915384.5	1196459.75
460		460	9.678935513	30.4070194	73.57628206	-5915432.5	1196398.625	794	2	460	982668.3437	794	460		460	-103	-5915432.5	1196398.375
461		461	7.880449858	24.75692488	48.77345641	-5915466	1196432.25	913	2	461	982716.5411	913	461		461	-103	-5915466.5	1196431.875
462		462	5.545090331	17.42052992	24.14976225	-5915463	1196436.125	914	2	462	982716.7021	914	462		462	-103	-5915463	1196436
463		463	5.084176608	15.97217121	20.30102892	-5915437	1196458.25	874	2	463	982703.0662	874	463		463	-103	-5915437	1196458.25
464		464	5.605145431	17.60894099	24.67496879	-5915430	1196479.25	879	2	464	982706.0153	879	464		464	-103	-5915430	1196479.375
465		465	3.575385294	11.23245037	10.04012576	-5915432.5	1196455.875	863	2	465	982697.855	863	465		465	-103	-5915432	1196456
466		466	8.307798264	26.099655	54.2075363	-5915426	1196465.75	855	2	466	982694.1961	855	466		466	-103	-5915426.5	1196465.625
467		467	21.74617319	68.31747824	371.410169	-5915510.5	1196362.5	919	2	467	982720.047	919	467		467	-103	-5915510	1196365.375
468		468	19.38917539	60.91274593	295.2612756	-5915514.5	1196398.375	955	2	468	982740.9971	955	468		468	-103	-5915513	1196398.5
469		469	26.00987764	81.71251797	531.3336522	-5915495	1196432.625	943	2	469	982735.1383	943	469		469	-103	-5915495	1196432.625
470		470	5.655520322	17.76716198	25.12038317	-5915500	1196413.25	954	2	470	982740.9466	954	470		470	-103	-5915500	1196413.25
471		471	8.670337352	27.23853503	59.04153343	-5915539.5	1196378.625	996	2	471	982760.6665	996	471		471	-103	-5915539.5	1196378.875
472		472	24.47202902	76.88097858	470.3573569	-5915570.5	1196403	1065	2	472	982795.9816	1065	472		472	-103	-5915571	1196402.375
473		473	11.98791467	37.66099228	112.8687338	-5915560.5	1196375.625	1038	2	473	982777.3985	1038	473		473	-103	-5915561	1196375.125
474		474	8.189053374	25.72650224	52.66858172	-5915565.5	1196384.125	1061	2	474	982788.3743	1061	474		474	-103	-5915566	1196384
475		475	15.9646207	50.15458424	200.1757228	-5915553.5	1196399.25	1043	2	475	982780.7569	1043	475		475	-103	-5915553.5	1196398.875
476		476	7.82402873	24.57982092	48.07812971	-5915547.5	1196368.875	1015	2	476	982764.1526	1015	476		476	-103	-5915547.5	1196369
477		477	7.518864474	23.62100685	44.40040657	-5915532	1196370.125	981	2	477	982750.4507	981	477		477	-103	-5915532	1196369.75
478		478	15.09840597	47.43319817	179.0420128	-5915477.5	1196368	858	2	478	982696.0062	858	478		478	-103	-5915479	1196369.25
479		479	12.68936114	39.8646253	126.4635907	-5915467	1196361.875	824	2	479	982682.6335	824	479		479	-103	-5915467	1196362.125
480		480	4.88143532	15.33562714	18.71514593	-5915518.5	1196418.625	1000	2	480	982761.4098	1000	480		480	-103	-5915518.5	1196418.75
481		481	6.243076932	19.61337312	30.61221231	-5915536.5	1196388.25	1012	2	481	982763.5993	1012	481		481	-103	-5915536.5	1196388.125
482		482	14.13393913	44.40331442	156.8992665	-5915453	1196409.5	840	2	482	982690.8166	840	482		482	-103	-5915452.5	1196409.125
483		483	12.00294586	37.70855724	113.154015	-5915459.5	1196398.375	852	2	483	982693.7401	852	483		483	-103	-5915460	1196397.75
484		484	20.96807003	65.87322515	345.3090733	-5915441.5	1196357.25	766	2	484	982652.0696	766	484		484	-103	-5915440	1196357.25
485		485	10.27931268	32.29334766	82.98818608	-5915436	1196342.25	757	2	485	982646.8099	757	485		485	-103	-5915436	1196342.5
486		486	5.470931287	17.18773055	23.50862396	-5915440	1196342.375	767	2	486	982652.5316	767	486		486	-103	-5915439.5	1196342.375
487		487	29.72467006	93.38290473	693.9447485	-5915422	1196347.5	726	2	487	982628.5943	726	487		487	-103	-5915424.5	1196347
488		488	6.977639777	21.92115619	38.23992651	-5915380.5	1196344.625	638	2	488	982595.906	638	488		488	-103	-5915380	1196344.5
489		489	11.35845135	35.68368653	101.3280225	-5915378.5	1196321.875	600	2	489	982581.3337	600	489		489	-103	-5915378.5	1196322
490		490	6.18816655	19.44067643	30.07550166	-5915376	1196330.875	613	2	490	982586.0779	613	490		490	-103	-5915376	1196331.125
491		491	7.311549476	22.97006885	41.98698884	-5915398	1196358.5	709	2	491	982620.0204	709	491		491	-103	-5915398	1196358.625
492		492	5.906101216	18.55487453	27.39719999	-5915400.5	1196366.5	721	2	492	982625.6725	721	492		492	-103	-5915400.5	1196366
493		493	9.079464399	28.52383157	64.74494446	-5915394.5	1196312.875	632	2	493	982594.3123	632	493		493	-123	-5915394.5	1196312.375
494		494	12.40392905	38.96811631	120.8395117	-5915453	1196312.75	759	2	494	982647.6624	759	494		494	-123	-5915453	1196313.125
495		495	16.56872965	52.05192047	215.6073943	-5915368.5	1196284.5	527	2	495	982551.5041	527	495		495	-123	-5915368.5	1196285.25
496		496	9.525689734	29.92586914	71.26621292	-5915367.5	1196271.375	521	2	496	982548.4266	521	496		496	-123	-5915368	1196271.5
497		497	16.06198875	50.46037465	202.6240899	-5915381	1196286.125	558	2	497	982564.8935	558	497		497	-123	-5915380.5	1196286
498		498	21.22779194	66.6887949	353.9124781	-5915421.5	1196256.625	612	2	498	982585.9825	612	498		498	-123	-5915420.5	1196256
499		499	8.162021409	25.64158524	52.32146286	-5915393.5	1196265.625	580	2	499	982570.5466	580	499		499	-123	-5915393.5	1196265.75
500		500	5.228148141	16.42474074	21.46778228	-5915405.5	1196274.75	616	2	500	982587.6735	616	500		500	-123	-5915405.5	1196274.75
501		501	4.399784438	13.82222151	15.20357892	-5915356	1196264.75	495	2	501	982536.9187	495	501		501	-123	-5915356	1196264.75
502		502	8.564290989	26.90563677	57.60718925	-5915334.5	1196231	435	2	502	982498.4594	435	502		502	-123	-5915334.5	1196230.5
503		503	4.206339784	13.21480505	13.89669919	-5915354.5	1196247.875	481	2	503	982527.7939	481	503		503	-123	-5915355	1196247.875
504		504	4.060824676	12.7572845	12.95109883	-5915326.5	1196247.75	439	2	504	982501.635	439	504		504	-123	-5915326.5	1196247.875
505		505	14.05716732	44.16207507	155.1990574	-5915370	1196311.875	582	2	505	982572.3069	582	505		505	-123	-5915371.5	1196312.375
506		506	8.703025652	27.34147754	59.48864769	-5915385	1196315	614	2	506	982586.7019	614	506		506	-123	-5915385.5	1196315
507		507	16.03094642	50.36268266	201.8402833	-5915448	1196261.5	705	2	507	982616.7563	705	507		507	-123	-5915447.5	1196261.25
508		508	13.54799955	42.56259271	144.1605022	-5915442.5	1196271.5	703	2	508	982616.7415	703	508		508	-123	-5915443	1196272.125
509		509	16.11413392	50.62383343	203.9389566	-5915338	1196324.375	504	2	509	982541.2222	504	509		509	-103	-5915337.5	1196324.625
510		510	4.381983154	13.76620559	15.0806006	-5915384.5	1196268	560	2	510	982565.1035	560	510		510	-123	-5915384.5	1196267.875
511		511	9.515675327	29.89462254	71.11746775	-5915409	1196275.25	625	2	511	982591.7889	625	511		511	-123	-5915409.5	1196276.125
512		512	2.924291238	9.186645243	6.715897008	-5915359.5	1196310	548	2	512	982562.1905	548	512		512	-123	-5915360	1196309.875
513		513	2.819603386	8.858034648	6.244028624	-5915362	1196309	555	2	513	982564.2945	555	513		513	-123	-5915362.5	1196309
514		514	2.764707358	8.685518354	6.003183527	-5915364.5	1196306.125	559	2	514	982565.0532	559	514		514	-123	-5915364.5	1196306.125
515		515	6.928536855	21.7665247	37.70234159	-5915475	1196304.375	791	2	515	982666.1433	791	515		515	-123	-5915475	1196304.375
516		516	13.58971591	42.69330169	145.0472905	-5915365.5	1196326	579	2	516	982570.1105	579	516		516	-103	-5915365.5	1196325.25
517		517	13.32132994	41.85029598	139.3757456	-5915335.5	1196309.875	488	2	517	982533.6228	488	517		517	-123	-5915335	1196309.375
518		518	8.217023964	25.81462082	53.03000116	-5915357.5	1196305.25	535	2	518	982554.9378	535	518		518	-123	-5915357	1196305.875
519		519	9.439305539	29.65448272	69.97950104	-5915453.5	1196219.625	670	2	519	982605.225	670	519		519	-123	-5915453	1196219.375
520		520	7.672377217	24.10328593	46.23199575	-5915467	1196224.875	713	2	520	982621.8219	713	520		520	-123	-5915466.5	1196224.75
521		521	4.532586435	14.23936621	16.13509234	-5915467	1196245.375	735	2	521	982632.8874	735	521		521	-123	-5915467	1196245.875
522		522	2.682215386	8.426493189	5.650461031	-5915449.5	1196234.25	686	2	522	982611.9425	686	522		522	-123	-5915449.5	1196234.375
523		523	7.252341797	22.78408656	41.30982735	-5915445	1196243.5	678	2	523	982609.9207	678	523		523	-123	-5915445	1196243.5
524		524	2.671819828	8.393727884	5.606604321	-5915458	1196236	710	2	524	982621.0736	710	524		524	-123	-5915458	1196236
525		525	49.61861314	155.8813199	1933.651858	-5915511	1196136.25	655	2	525	982601.3351	655	525		525	-123	-5915508.5	1196132.125
526		526	8.636590935	27.13262584	58.58329405	-5915477.5	1196113	597	2	526	982579.1645	597	526		526	-123	-5915477.5	1196113.375
527		527	6.560174142	20.60964341	33.80112004	-5915488	1196124.875	639	2	527	982596.3459	639	527		527	-123	-5915488	1196125
528		528	8.522737666	26.77483367	57.04843029	-5915422.5	1196102.375	472	2	528	982522.1252	472	528		528	-123	-5915422.5	1196102.375
529		529	6.91404844	21.72128577	37.54578548	-5915412	1196105.875	459	2	529	982514.9732	459	529		529	-123	-5915412	1196105.375
530		530	18.40807586	57.83043757	266.1356737	-5915453	1196133.625	549	2	530	982562.2968	549	530		530	-123	-5915452.5	1196133.25
531		531	21.12849572	66.37692557	350.6100834	-5915469.5	1196138.875	605	2	531	982583.0296	605	531		531	-123	-5915470	1196139.75
532		532	7.173787739	22.53715738	40.41926489	-5915481.5	1196148.625	654	2	532	982601.0431	654	532		532	-123	-5915481.5	1196148.625
533		533	10.88818381	34.20653692	93.11257834	-5915482.5	1196153.375	662	2	533	982602.544	662	533		533	-123	-5915483	1196154.375
534		534	8.644470273	27.15755891	58.69101179	-5915477.5	1196159	653	2	534	982600.7824	653	534		534	-123	-5915477.5	1196159.375
535		535	12.31513916	38.68902769	119.1148112	-5915468	1196162.25	628	2	535	982592.7667	628	535		535	-123	-5915468.5	1196162.625
536		536	11.94627661	37.5305998	112.088523	-5915482	1196135.125	624	2	536	982591.5902	624	536		536	-123	-5915482	1196134.875
537		537	11.90030197	37.38576142	111.2250466	-5915493	1196103	615	2	537	982587.4061	615	537		537	-123	-5915494	1196102.25
538		538	9.214318083	28.94775726	66.68374474	-5915412	1196132.125	479	2	538	982526.7866	479	538		538	-123	-5915412	1196132.25
539		539	4.488636042	14.10135278	15.82383303	-5915415.5	1196136	489	2	539	982533.8165	489	539		539	-123	-5915416	1196136.625
540		540	9.69859687	30.46873635	73.87525987	-5915384	1196157.125	453	2	540	982513.2314	453	540		540	-123	-5915384.5	1196157.375
541		541	5.799622365	18.2198509	26.41677354	-5915393.5	1196113.75	438	2	541	982501.5672	438	541		541	-123	-5915393.5	1196114
542		542	3.719417579	11.68476168	10.86500309	-5915390.5	1196116.625	437	2	542	982501.0771	437	542		542	-123	-5915390	1196116.625
543		543	4.701937054	14.77176866	17.36421406	-5915419	1196109.75	476	2	543	982524.2918	476	543		543	-123	-5915419	1196110
544		544	5.533568192	17.38407745	24.04880122	-5915414.5	1196111.75	470	2	544	982520.4257	470	544		544	-123	-5915414	1196112.25
545		545	3.817616987	11.99365828	11.4470473	-5915469	1196113.125	584	2	545	982573.5793	584	545		545	-123	-5915468.5	1196113
546		546	8.546508659	26.84968028	57.36782349	-5915471.5	1196117	589	2	546	982576.9067	589	546		546	-123	-5915471.5	1196117.125
547		547	6.251415271	19.63935232	30.69336177	-5915485.5	1196121.125	627	2	547	982592.6329	627	547		547	-123	-5915486	1196121.75
548		548	5.063953709	15.90871104	20.14003045	-5915485.5	1196113	617	2	548	982588.2077	617	548		548	-123	-5915485.5	1196112.75
549		549	8.637883342	27.13644902	58.59980484	-5915421.5	1196200.125	574	2	549	982568.9741	574	549		549	-123	-5915422	1196200.125
550		550	3.1245257	9.815906246	7.667449766	-5915438.5	1196163.625	572	2	550	982568.5275	572	550		550	-123	-5915438.5	1196163.625
551		551	3.184010181	10.00303521	7.962578575	-5915440	1196160.875	573	2	551	982568.5849	573	551		551	-123	-5915440	1196161.125
552		552	3.327408442	10.45364199	8.696117133	-5915439	1196156.25	563	2	552	982566.0963	563	552		552	-123	-5915439.5	1196156.375
553		553	4.979531383	15.64342359	19.47393636	-5915437.5	1196159.5	562	2	553	982565.3834	562	553		553	-123	-5915438	1196159.5
554		554	4.435046069	13.93328003	15.44887528	-5915445.5	1196173.25	596	2	554	982578.9848	596	554		554	-123	-5915446	1196173.25
555		555	3.601947112	11.31567123	10.18945082	-5915447.5	1196162.125	588	2	555	982576.7114	588	555		555	-123	-5915448	1196162.125
556		556	5.320357468	16.7145264	22.23198737	-5915456.5	1196159.25	604	2	556	982582.8297	604	556		556	-123	-5915456.5	1196159.625
557		557	3.675206639	11.54598132	10.60844763	-5915462.5	1196149.625	608	2	557	982584.7506	608	557		557	-123	-5915462.5	1196149.625
558		558	10.66439208	33.50332834	89.32356399	-5915380	1196164.375	447	2	558	982509.9132	447	558		558	-123	-5915381	1196165
559		559	6.52326609	20.4932372	33.42037122	-5915391.5	1196162.625	474	2	559	982522.995	474	559		559	-123	-5915391.5	1196162.625
560		560	6.188692318	19.4420603	30.07978359	-5915401.5	1196182.125	503	2	560	982540.412	503	560		560	-123	-5915401.5	1196181.875
561		561	3.598706852	11.3056662	10.17144029	-5915408	1196162.375	501	2	561	982538.8762	501	561		561	-123	-5915408	1196162.375
562		562	5.427978677	17.05275846	23.14085586	-5915408	1196181.375	520	2	562	982546.7414	520	562		562	-123	-5915408	1196181.375
563		563	4.491940094	14.1120342	15.84781441	-5915411.5	1196194.25	540	2	563	982557.5775	540	563		563	-123	-5915411.5	1196194.125
564		564	3.430829247	10.77818768	9.244461519	-5915423.5	1196182.625	550	2	564	982563.0732	550	564		564	-123	-5915423.5	1196182.5
565		565	4.777332583	15.00864743	17.92558126	-5915428	1196177.25	554	2	565	982564.1007	554	565		565	-123	-5915428	1196177.25
566		566	2.993184914	9.403104513	7.03611068	-5915421	1196177.375	542	2	566	982558.3846	542	566		566	-123	-5915421	1196177.625
567		567	3.321768611	10.43562241	8.666162927	-5915418.5	1196167.125	526	2	567	982551.3521	526	567		567	-123	-5915418.5	1196167.25
568		568	2.550559376	8.012946226	5.109455163	-5915422	1196164.25	532	2	568	982553.5262	532	568		568	-123	-5915422	1196164.5
569		569	2.417743799	7.595552301	4.591016493	-5915437	1196164.625	568	2	569	982567.6841	568	569		569	-123	-5915436.5	1196164.5
570		570	6.30989669	19.82282132	31.26950949	-5915438	1196200.375	609	2	570	982584.7875	609	570		570	-123	-5915438.5	1196200.375
571		571	5.334809551	16.76009122	22.35336409	-5915433.5	1196194.5	591	2	571	982577.121	591	571		571	-123	-5915434	1196194.25
572		572	7.546932138	23.7094885	44.73366751	-5915440	1196175.625	583	2	572	982573.4491	583	572		572	-123	-5915440	1196175.125
573		573	4.513899548	14.18057016	16.00211997	-5915453.5	1196159.125	598	2	573	982579.5933	598	573		573	-123	-5915453	1196158.875
574		574	3.542588395	11.12909198	9.856202083	-5915453.5	1196147.75	587	2	574	982575.8124	587	574		574	-123	-5915453.5	1196147.75
575		575	12.9744482	40.76060875	132.2121778	-5915570.5	1196141.625	816	2	575	982679.578	816	575		575	-123	-5915571	1196141.125
576		576	8.655340092	27.19160934	58.83827886	-5915564.5	1196150.875	817	2	576	982680.6316	817	576		576	-123	-5915565	1196151.25
577		577	3.535091042	11.10553003	9.814512165	-5915568.5	1196148.625	827	2	577	982684.5378	827	577		577	-123	-5915569	1196148.5
578		578	2.782434381	8.741331728	6.080584659	-5915570	1196151.625	833	2	578	982687.4068	833	578		578	-123	-5915570	1196151.5
579		579	9.58766648	30.12025786	72.19506422	-5915575	1196150.25	834	2	579	982688.1781	834	579		579	-123	-5915575	1196151.125
580		580	14.70079216	46.18361112	169.732853	-5915575	1196121.25	801	2	580	982671.8584	801	580		580	-123	-5915574.5	1196121
581		581	10.80548878	33.94616526	91.70047352	-5915581	1196112.875	812	2	581	982677.7359	812	581		581	-123	-5915582	1196113.125
582		582	6.213034209	19.51892036	30.31808177	-5915587.5	1196108	820	2	582	982681.6698	820	582		582	-123	-5915587.5	1196108.375
583		583	5.646845393	17.7399454	25.04348093	-5915573	1196114.875	800	2	583	982671.7648	800	583		583	-123	-5915573	1196114.75
584		584	5.295818512	16.63711736	22.02654072	-5915578.5	1196111.25	806	2	584	982676.2528	806	584		584	-123	-5915578.5	1196111.5
585		585	5.817712293	18.27684358	26.58229823	-5915582	1196126.875	829	2	585	982686.036	829	585		585	-123	-5915582	1196126.875
586		586	7.280549297	22.87230209	41.63033377	-5915586.5	1196130.625	841	2	586	982690.8703	841	586		586	-123	-5915586.5	1196130.625
587		587	12.09759999	38.00591876	114.9456677	-5915592	1196140	864	2	587	982697.9087	864	587		587	-123	-5915592	1196139.5
588		588	6.561602972	20.61366863	33.81432456	-5915583	1196138.625	845	2	588	982692.1064	845	588		588	-123	-5915582.5	1196138.5
589		589	5.445459367	17.10720531	23.28886219	-5915583	1196132.75	836	2	589	982689.9054	836	589		589	-123	-5915583	1196132.875
590		590	7.858240569	24.68757755	48.50059766	-5915578	1196128.375	821	2	590	982681.8599	821	590		590	-123	-5915578	1196128.375
591		591	5.046042042	15.85285523	19.99885461	-5915577.5	1196136.25	830	2	591	982686.1993	830	591		591	-123	-5915577.5	1196137.125
592		592	13.77152054	43.26427599	148.9529184	-5915607.5	1196144.875	911	2	592	982714.5667	911	592		592	-123	-5915607	1196144.875
593		593	7.523039827	23.63409182	44.44961187	-5915609.5	1196135.875	912	2	593	982715.832	912	593		593	-123	-5915610	1196136.5
594		594	3.353096817	10.53428926	8.830811512	-5915616	1196137.375	927	2	594	982724.0224	927	594		594	-123	-5915616	1196137.5
595		595	4.415129662	13.87044572	15.30985122	-5915614.5	1196142.625	929	2	595	982725.2611	929	595		595	-123	-5915614.5	1196142.625
596		596	3.679787751	11.56015108	10.63450196	-5915615	1196134.25	922	2	596	982721.6075	922	596		596	-123	-5915615.5	1196134.25
597		597	5.273742835	16.56825106	21.84456846	-5915593.5	1196120.625	854	2	597	982693.8924	854	597		597	-123	-5915593.5	1196120.875
598		598	5.318503081	16.70882564	22.21682479	-5915588.5	1196111.875	828	2	598	982685.3045	828	598		598	-123	-5915589	1196112
599		599	7.66639444	24.08471979	46.16080054	-5915588	1196119.625	831	2	599	982686.8396	831	599		599	-123	-5915587.5	1196119.375
600		600	6.093453153	19.14293994	29.16133551	-5915594.5	1196126.875	862	2	600	982697.5128	862	600		600	-123	-5915594.5	1196126.75
