OBJECTID_1	OBJECTID	Shape_Leng	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_12	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12_13	OBJECTID_12_13_14	Shape_Leng_1	ORIG_FID_1	RASTERVALU	X	Y
23	23	31.43705861	22	10.00672655	31.43705861	78.64551225	17	2	23	810930.6221	17	23	23	31.43705861	23	-1555	-5758264	1144590
24	24	35.65817763	23	13.17193328	41.38084109	136.266394	12	2	24	810903.4718	12	24	24	35.65817763	24	-1555	-5758233.5	1144596
25	25	57.77985593	24	24.2617617	76.22040962	462.3093669	13	2	25	810916.8019	13	25	25	57.77985593	25	-1555	-5758249.5	1144602.25
26	26	53.09454022	25	20.57238162	64.63025602	332.4006685	14	2	26	810922.8857	14	26	26	53.09454022	26	-1555	-5758224	1144657.5
27	27	31.1611933	26	9.918915892	31.1611933	77.27131385	16	2	27	810929.0199	16	27	27	31.1611933	27	-1555	-5758232.5	1144645.25
28	28	54.52966821	27	17.35733248	54.52966821	236.6223953	8	2	28	810882.6648	8	28	28	54.52966821	28	-1555	-5758189.5	1144640
29	29	20.46020702	28	6.512686169	20.46020702	33.31272681	25	2	29	810958.0818	25	29	29	20.46020702	29	-1555	-5758283	1144606.875
30	30	19.59692991	29	7.29673939	22.92310377	41.81546943	26	2	30	810959.0044	26	30	30	19.59692991	30	-1555	-5758279.5	1144615.875
31	31	63.5682865	30	29.62975591	93.08448243	689.5165784	33	2	31	810982.2543	33	31	31	63.5682865	31	-1567	-5758314.5	1144617.5
32	32	57.75816354	31	18.38499446	57.75816354	265.4708792	35	2	32	811001.6559	35	32	32	57.75816354	32	-1567	-5758338	1144604.25
33	33	33.21057629	32	11.56730611	36.33994563	105.0893443	10	2	33	810902.1734	10	33	33	33.21057629	33	-1555	-5758196.5	1144660.125
34	34	66.95377056	33	27.77807684	87.26758066	606.0326302	37	2	34	811010.2895	37	34	34	66.95377056	34	-1567	-5758328.5	1144649.25
35	35	141.3261731	34	57.36972348	180.2320551	2584.962252	51	2	35	811224.9841	51	35	35	141.3261731	35	-1567	-5758621.5	1144550
36	36	155.6404573	35	53.98300222	169.5926568	2288.780916	44	2	36	811169.3071	44	36	36	155.6404573	36	-1567	-5758571.5	1144535.5
37	37	119.3922407	36	42.83737623	134.5775644	1441.237204	55	2	37	811256.7792	55	37	37	119.3922407	37	-1567	-5758678.5	1144500.5
38	38	46.45246646	37	14.78627931	46.45246646	171.714786	48	2	38	811201.6802	48	38	38	46.45246646	38	-1584	-5758612.5	1144493.5
39	39	32.25024249	38	10.26557102	32.25024249	82.76678865	54	2	39	811238.9554	54	39	39	32.25024249	39	-1567	-5758648.5	1144496.125
40	40	60.67333151	39	19.31292125	60.67333151	292.9448183	42	2	40	811143.4185	42	40	40	60.67333151	40	-1567	-5758542	1144512
41	41	184.5534227	40	68.20649552	214.2771542	3653.775637	41	2	41	811139.0665	41	41	41	184.5534227	41	-1567	-5758535.5	1144594.375
42	42	66.80181345	41	26.84142412	84.32507967	565.8530438	40	2	42	811135.0214	40	42	42	66.80181345	42	-1567	-5758520	1144538.125
43	43	54.81946826	42	20.83588725	65.45785966	340.9680904	39	2	43	811107.5048	39	43	43	54.81946826	43	-1584	-5758514	1144492.875
44	44	35.74938764	43	13.07214005	41.06754529	134.2108495	45	2	44	811170.7551	45	44	44	35.74938764	44	-1584	-5758581	1144484.375
45	45	30.03180482	44	12.17925792	38.26200135	116.4998863	46	2	45	811181.1218	46	45	45	30.03180482	45	-1584	-5758591	1144489.125
46	46	25.83394906	45	9.906576534	31.1222481	77.07828747	47	2	46	811195.1194	47	46	46	25.83394906	46	-1567	-5758598	1144498.375
47	47	359.0308233	46	124.8622567	392.2665086	12244.82538	38	2	47	811091.8504	38	47	47	359.0308233	47	-1567	-5758423	1144726.625
48	48	67.05928871	47	21.34563456	67.05928871	357.8557676	53	2	48	811230.194	53	48	48	67.05928871	48	-1567	-5758522	1144725.375
49	49	47.50494418	48	19.56564071	61.46753542	300.6642114	49	2	49	811219.226	49	49	49	47.50494418	49	-1567	-5758534	1144679.125
50	50	20.87797008	49	6.645664282	20.87797008	34.68699499	52	2	50	811228.1603	52	50	50	20.87797008	50	-1567	-5758491	1144763.75
51	51	77.56322184	50	24.68914032	77.56322184	478.7423169	57	2	51	811264.0431	57	51	51	77.56322184	51	-1567	-5758501.5	1144835.125
52	52	35.49885578	51	11.29963674	35.49885578	100.2810438	70	2	52	811422.1588	70	52	52	35.49885578	52	-1567	-5758720	1144732.625
53	53	35.31607897	52	11.24145708	35.31607897	99.25104649	68	2	53	811387.5757	68	53	53	35.31607897	53	-1567	-5758662.5	1144770
54	54	79.10557083	53	25.18008525	79.10557083	497.9712543	75	2	54	811457.2356	75	54	54	79.10557083	54	-1569	-5758744.5	1144773
55	55	63.31894288	54	20.1550455	63.31894288	319.0490437	79	2	55	811480.7308	79	55	55	63.31894288	55	-1569	-5758773	1144761.75
56	56	22.47052356	55	7.152589798	22.47052356	40.1806094	64	2	56	811345.4838	64	56	56	22.47052356	56	-1567	-5758637.5	1144727.75
57	57	29.0720124	56	9.253908959	29.0720124	67.257439	67	2	57	811356.5332	67	57	57	29.0720124	57	-1567	-5758646.5	1144735.75
58	58	62.11280743	57	19.77112066	62.11280743	307.0099526	61	2	58	811330.8131	61	58	58	62.11280743	58	-1567	-5758598.5	1144784.375
59	59	54.04961165	58	17.20452573	54.04961165	232.4744836	66	2	59	811352.5022	66	59	59	54.04961165	59	-1567	-5758617.5	1144789.125
60	60	82.20498863	59	28.28418225	88.85750192	628.3163127	43	2	60	811147.7928	43	60	60	82.20498863	60	-1567	-5758399.5	1144791.875
61	61	120.7585946	60	47.14070014	148.0966063	1745.341234	34	2	61	811000.9549	34	61	61	120.7585946	61	-1555	-5758239	1144805.5
62	62	41.01027137	61	17.78890448	55.88546907	248.5352174	50	2	62	811221.1535	50	62	62	41.01027137	62	-1567	-5758439	1144856.75
63	63	421.8729158	62	147.1630305	462.3261997	17009.32763	65	2	63	811347.2279	65	63	63	421.8729158	63	-1569	-5758824	1144520.125
64	64	47.88705879	63	15.24292423	47.88705879	182.4847022	83	2	64	811507.9242	83	64	64	47.88705879	64	-1569	-5758917.5	1144542.5
65	65	53.81447719	64	17.12968011	53.81447719	230.4561949	81	2	65	811484.482	81	65	65	53.81447719	65	-1569	-5758907	1144516.75
66	66	65.34958499	65	27.16122994	85.32969425	579.4160417	123	2	66	811702.0485	123	66	66	65.34958499	66	-1569	-5759135.5	1144539.75
67	67	86.63375042	66	34.82788178	109.4148088	952.6696895	101	2	67	811604.1342	101	67	67	86.63375042	67	-1569	-5758957.5	1144670.25
68	68	52.05318815	67	16.5690444	52.05318815	215.6178964	106	2	68	811614.7729	106	68	68	52.05318815	68	-1569	-5758981.5	1144639.625
69	69	62.77002318	68	19.98031894	62.77002318	313.5412707	113	2	69	811657.4898	113	69	69	62.77002318	69	-1569	-5759000.5	1144694
70	70	133.7834572	69	42.58459705	133.7834572	1424.278654	107	2	70	811615.1846	107	70	70	133.7834572	70	-1569	-5758945	1144736.125
71	71	58.91758704	70	23.16659188	72.78029577	421.519595	99	2	71	811595.2613	99	71	71	58.91758704	71	-1569	-5758933.5	1144689.25
72	72	61.11399921	71	19.45319013	61.11399921	297.2155616	134	2	72	811740.8925	134	72	72	61.11399921	72	-1569	-5759138.5	1144604.375
73	73	51.39235052	72	16.35869325	51.39235052	210.1779243	122	2	73	811693.8684	122	73	73	51.39235052	73	-1569	-5759110	1144560.375
74	74	38.43163143	73	15.33010084	48.16071398	184.5763143	155	2	74	811791.0891	155	74	74	38.43163143	74	-1569	-5759167.5	1144646
75	75	42.3793883	74	13.48977827	42.3793883	142.9221378	121	2	75	811684.0311	121	75	75	42.3793883	75	-1569	-5759004	1144734.125
76	76	44.59452673	75	14.19487873	44.59452673	158.2534747	135	2	76	811746.1723	135	76	76	44.59452673	76	-1569	-5759054.5	1144765.875
77	77	40.19687394	76	12.79506237	40.19687394	128.5803773	171	2	77	811835.5538	171	77	77	40.19687394	77	-1569	-5759108	1144844.375
78	78	38.14690447	77	15.12161827	47.50605438	179.5924433	184	2	78	811899.0154	184	78	78	38.14690447	78	-1569	-5759173.5	1144851.125
79	79	69.83777484	78	23.02677541	72.340938	416.4457242	217	2	79	812024.0378	217	79	79	69.83777484	79	-1569	-5759282	1144912.625
80	80	33.98198124	79	14.34687261	45.07180148	161.6590304	220	2	80	812052.3827	220	80	80	33.98198124	80	-1569	-5759290.5	1144944.25
81	81	20.47099147	80	8.01913614	25.19274565	50.50578665	216	2	81	812018.4218	216	81	81	20.47099147	81	-1569	-5759249.5	1144941.5
82	82	47.82800673	81	18.51753139	58.17447959	269.3116557	208	2	82	811993.9935	208	82	82	47.82800673	82	-1569	-5759223	1144953.875
83	83	32.16004704	82	12.2403705	38.45435072	117.6741586	187	2	83	811903.9867	187	83	83	32.16004704	83	-1569	-5759154	1144893.75
84	84	44.15881244	83	14.05618656	44.15881244	155.1761265	94	2	84	811579.3714	94	84	84	44.15881244	84	-1569	-5758830.5	1144846.25
85	86	39.11528481	84	15.18257284	47.69774194	181.0446832	69	2	85	811388.1379	69	85	86	39.11528481	85	-1569	-5758775	1144561.625
86	87	38.70001514	85	12.31859742	38.70001514	119.1824766	62	2	86	811338.6837	62	86	87	38.70001514	86	-1581	-5758783	1144449.5
87	88	45.83164581	86	14.58866596	45.83164582	167.1556428	59	2	87	811302.0514	59	87	88	45.83164581	87	-1581	-5758752	1144435.625
88	89	27.91322596	87	9.16945874	28.80693562	66.03653235	56	2	88	811263.8742	56	88	89	27.91322596	88	-1584	-5758719	1144413.375
89	90	52.12768399	88	18.27644103	57.41731312	262.3468579	100	2	89	811599.9479	100	89	90	52.12768399	89	-1569	-5758988.5	1144597.5
90	91	29.33104589	89	11.80901783	37.09909799	109.5259016	110	2	90	811641.2552	110	90	91	29.33104589	90	-1569	-5759004	1144643.5
91	92	38.13432108	90	12.1385314	38.13432108	115.7236635	167	2	91	811822.0185	167	91	92	38.13432108	91	-1569	-5759111.5	1144810.125
92	93	40.58125186	91	12.91741366	40.58125187	131.0512043	162	2	92	811811.5398	162	92	93	40.58125186	92	-1569	-5759109.5	1144793.5
93	94	32.40797004	92	10.31577726	32.40797004	83.57835006	130	2	93	811731.9497	130	93	94	32.40797004	93	-1569	-5759074	1144696.625
94	95	36.29724691	93	11.55377253	36.29724691	104.8425336	138	2	94	811755.7613	138	94	95	36.29724691	94	-1569	-5759044	1144801.75
95	96	86.59852449	94	31.15913776	97.88916005	762.5342232	129	2	95	811728.8643	129	95	96	86.59852449	95	-1569	-5758970	1144902.75
96	98	107.0633648	95	40.84289582	128.3117546	1310.15604	80	2	96	811482.9835	80	96	98	107.0633648	96	-1557	-5758647	1145011.25
97	99	125.3389917	96	45.72161251	143.6388805	1641.852578	87	2	97	811559.27	87	97	99	125.3389917	97	-1557	-5758718.5	1145043.25
98	100	63.86612266	97	27.48389671	86.34341649	593.2648176	102	2	98	811604.5272	102	98	100	63.86612266	98	-1562	-5758755.5	1145050.375
99	101	45.49097412	98	14.4802268	45.49097412	164.6799056	88	2	99	811559.9479	88	99	101	45.49097412	99	-1557	-5758691	1145066.75
100	102	45.52162907	99	16.57023102	52.05680189	215.6478355	76	2	100	811461.9229	76	100	102	45.52162907	100	-1557	-5758615.5	1145012.875
101	103	61.04596631	100	23.1955981	72.8714255	422.5758429	74	2	101	811443.1449	74	101	103	61.04596631	101	-1557	-5758597	1145014.5
102	104	31.53303323	101	10.03727622	31.53303323	79.12644112	73	2	102	811441.9099	73	102	104	31.53303323	102	-1567	-5758628.5	1144940.875
103	105	188.8028173	102	71.4015514	224.3143971	4004.095558	190	2	103	811919.6408	190	103	105	188.8028173	103	-1562	-5758948.5	1145346.25
104	106	162.0131577	103	61.00690467	191.6586937	2923.12363	164	2	104	811814.8322	164	104	106	162.0131577	104	-1562	-5758890	1145246.875
105	107	44.9417276	104	14.3053962	44.9417276	160.7273048	128	2	105	811726.8024	128	105	107	44.9417276	105	-1562	-5758795	1145209.125
106	108	91.4592788	105	29.11239263	91.4592788	665.6496085	136	2	106	811752.2586	136	106	108	91.4592788	106	-1562	-5758824.5	1145221.375
107	109	75.81852137	106	24.13378491	75.81852137	457.4469716	165	2	107	811817.3263	165	107	109	75.81852137	107	-1562	-5758853.5	1145292.375
108	110	40.1968796	107	12.79506417	40.1968796	128.5804135	125	2	108	811714.5547	125	108	110	40.1968796	108	-1562	-5758763.5	1145241.625
109	111	144.744024	108	52.49150635	164.9069108	2164.052777	180	2	109	811887.3755	180	109	111	144.744024	109	-1554	-5758860.5	1145442.75
110	112	131.0501894	109	52.93190932	166.2904682	2200.517608	197	2	110	811953.1265	197	110	112	131.0501894	110	-1554	-5758926.5	1145453.75
111	113	190.6688817	110	67.95985451	213.5020084	3627.388448	210	2	111	812000.3162	210	111	113	190.6688817	111	-1554	-5758973.5	1145479.125
112	114	237.2103416	111	83.51306954	262.3640315	5477.706103	89	2	112	811569.2933	89	112	114	237.2103416	112	-1557	-5758632.5	1145274.625
113	115	59.07273868	112	20.57792449	64.64728195	332.5758242	119	2	113	811676.4193	119	113	115	59.07273868	113	-1557	-5758703	1145284.5
114	116	53.52230426	113	18.99421839	59.67195469	283.3548592	168	2	114	811822.7273	168	114	116	53.52230426	114	-1562	-5758829.5	1145338.875
115	117	50.78891872	114	20.16713497	63.356851	319.431178	149	2	115	811778.2609	149	115	117	50.78891872	115	-1562	-5758779	1145348
116	118	39.99455729	115	14.80654813	46.51600268	172.1848394	181	2	116	811888.6122	181	116	118	39.99455729	116	-1562	-5758895	1145348.75
117	119	45.60804681	116	18.352019	57.65484401	264.5219642	175	2	117	811858.5575	175	117	119	45.60804681	117	-1562	-5758844	1145384.5
118	120	52.46230776	117	19.33034946	60.72830791	293.4759363	176	2	118	811866.3616	176	118	120	52.46230776	118	-1562	-5758873.5	1145350.75
119	121	45.96664724	118	14.63163825	45.96664724	168.1418385	154	2	119	811789.0307	154	119	121	45.96664724	119	-1562	-5758833	1145264.25
120	122	80.02327855	119	36.04829334	113.2491037	1020.609679	178	2	120	811877.9376	178	120	122	80.02327855	120	-1562	-5758911	1145299.5
121	123	32.78893681	120	10.43704274	32.78893681	85.55488374	183	2	121	811898.0073	183	121	123	32.78893681	121	-1562	-5758921	1145315.375
122	124	27.42215733	121	8.728743779	27.42215733	59.8402463	157	2	122	811797.4648	157	122	124	27.42215733	122	-1562	-5758819	1145300.75
123	125	34.33626747	122	12.78381778	40.16151434	128.3542626	133	2	123	811737.9327	133	123	125	34.33626747	123	-1557	-5758729.5	1145350.75
124	126	46.36239511	123	17.92380449	56.30923406	252.3186636	196	2	124	811949.7339	196	124	126	46.36239511	124	-1554	-5758892.5	1145475.375
125	127	41.7221591	124	16.77639875	52.70459194	221.0482323	204	2	125	811982.7369	204	125	127	41.7221591	125	-1554	-5758921	1145490.75
126	128	68.64035282	125	25.83932345	81.17671265	524.3883759	219	2	126	812032.2047	219	126	128	68.64035282	126	-1554	-5758958.5	1145522.125
127	129	42.71617377	126	15.72152741	49.3907796	194.1251921	203	2	127	811975.7515	203	127	129	42.71617377	127	-1554	-5758903.5	1145507.5
128	130	33.90733185	127	10.79303894	33.90733184	91.49078824	194	2	128	811941.1434	194	128	130	33.90733185	128	-1554	-5758877	1145484
129	131	48.55716889	128	17.61031362	55.32469652	243.5724792	195	2	129	811945.8624	195	129	131	48.55716889	129	-1554	-5758807.5	1145624.125
130	132	23.30204868	129	9.138207799	28.70880511	65.58739321	174	2	130	811853.446	174	130	132	23.30204868	130	-1547	-5758734.5	1145568.625
131	133	33.58760117	130	12.33803841	38.76137248	119.5606944	185	2	131	811901.2818	185	131	133	33.58760117	131	-1554	-5758774.5	1145595.125
132	134	47.13997085	131	19.5724652	61.48869336	300.8712322	152	2	132	811784.8597	152	132	134	47.13997085	132	-1547	-5758690	1145516.25
133	135	46.80336181	132	18.25087362	57.33712138	261.6145576	188	2	133	811904.7359	188	133	135	46.80336181	133	-1547	-5758708	1145730
134	136	60.29533588	133	19.1926015	60.29533588	289.3060884	191	2	134	811920.8896	191	134	136	60.29533588	134	-1547	-5758718	1145746.25
135	137	38.70044854	134	12.31873537	38.70044854	119.1851461	182	2	135	811891.7253	182	135	137	38.70044854	135	-1547	-5758631.5	1145840.75
136	138	39.40848326	135	15.56151755	48.88825544	190.1950526	159	2	136	811805.4797	159	136	138	39.40848326	136	-1547	-5758579.5	1145764.125
137	139	36.54015072	136	14.02704775	44.06739997	154.5343361	156	2	137	811795.788	156	137	139	36.54015072	137	-1547	-5758563.5	1145776.5
138	140	34.18500118	137	14.22549279	44.69093078	158.9384362	173	2	138	811838.7022	173	138	140	34.18500118	138	-1547	-5758592.5	1145803.5
139	141	35.25529371	138	11.22210853	35.25529371	98.90968303	160	2	139	811807.7754	160	139	141	35.25529371	139	-1547	-5758562	1145799.875
140	142	30.18405284	139	9.736687692	30.58860104	74.45765705	146	2	140	811774.7236	146	140	142	30.18405284	140	-1547	-5758524	1145802.625
141	143	31.93691893	140	10.16583703	31.93691893	81.16637826	150	2	141	811782.1909	150	141	143	31.93691893	141	-1547	-5758537	1145794.25
142	144	29.03763949	141	9.242967722	29.03763949	67.09849113	177	2	142	811870.0066	177	142	144	29.03763949	142	-1547	-5758630.5	1145796
143	145	17.98667994	142	7.602819338	23.88468766	45.39722107	139	2	143	811763.9494	139	143	145	17.98667994	143	-1547	-5758541.5	1145744.625
144	146	24.11165369	143	9.60858042	30.18633653	72.51217883	140	2	144	811764.0439	140	144	146	24.11165369	144	-1547	-5758536.5	1145754.25
145	147	55.85669963	144	17.7797397	55.85669963	248.279395	131	2	145	811737.0573	131	145	147	55.85669963	145	-1547	-5758467.5	1145840.625
146	148	49.85837556	145	15.87041385	49.85837555	197.8182635	85	2	146	811543.898	85	146	148	49.85837556	146	-1547	-5758419	1145540.875
147	149	53.29242189	146	16.96350475	53.29242189	226.0065629	98	2	147	811595.0678	98	147	149	53.29242189	147	-1547	-5758488	1145516.625
148	150	38.70025208	147	12.31867284	38.70025208	119.183936	91	2	148	811571.9169	91	148	150	38.70025208	148	-1547	-5758485	1145471
149	151	51.3321962	148	16.33954553	51.3321962	209.6861892	103	2	149	811605.9995	103	149	151	51.3321962	149	-1557	-5758563.5	1145398.375
150	152	55.14282602	149	20.31536927	63.82239503	324.1427643	115	2	150	811660.3481	115	150	152	55.14282602	150	-1547	-5758387.5	1145831.625
151	153	96.82848941	150	42.30526925	132.905871	1405.654114	127	2	151	811716.4919	127	151	153	96.82848941	151	-1559	-5758418	1145915.75
152	154	90.32843203	151	34.14027182	107.254955	915.4294203	116	2	152	811666.0321	116	152	154	90.32843203	152	-1547	-5758377	1145872.5
153	155	60.87302232	152	21.90322271	68.81124637	376.7983431	111	2	153	811644.4105	111	153	155	60.87302232	153	-1547	-5758362	1145850.125
154	156	63.82558647	153	23.59288802	74.11895499	437.1683485	104	2	154	811606.3989	104	154	156	63.82558647	154	-1547	-5758325.5	1145850.5
155	157	45.7637196	154	14.56704438	45.76371961	166.6605336	97	2	155	811591.3968	97	155	157	45.7637196	155	-1547	-5758310.5	1145835.625
156	158	121.7558188	155	47.67722168	149.7823413	1785.30066	124	2	156	811712.0724	124	156	158	121.7558188	156	-1547	-5758477	1145794.125
157	159	57.82268139	156	18.40553113	57.82268138	266.0642906	201	2	157	811965.828	201	157	159	57.82268139	157	-1547	-5758699.5	1145870.125
158	160	68.04281324	157	21.65870014	68.04281324	368.4297222	205	2	158	811989.0605	205	158	160	68.04281324	158	-1559	-5758717	1145888
159	161	69.96567176	158	32.47275648	102.0164483	828.1910544	200	2	159	811961.8739	200	159	161	69.96567176	159	-1547	-5758712.5	1145852.75
160	162	64.53378581	159	20.54174202	64.53378581	331.4090948	92	2	160	811573.298	92	160	162	64.53378581	160	-1547	-5758390	1145658.625
161	163	145.7512725	160	52.25574123	164.1661232	2144.653921	93	2	161	811575.7719	93	161	163	145.7512725	161	-1547	-5758381	1145703.625
162	164	33.76004287	161	13.22527074	41.54870148	137.374159	169	2	162	811832.227	169	162	164	33.76004287	162	-1547	-5758686.5	1145619.375
163	165	43.9768559	162	15.91963327	50.01326683	199.0492669	238	2	163	812178.7097	238	163	165	43.9768559	163	-1554	-5759005	1145729
164	166	90.70290496	163	31.28854387	98.29581743	768.8829194	236	2	164	812160.8386	236	164	166	90.70290496	164	-1554	-5758964	1145783
165	167	60.36502153	164	22.56867928	70.90177724	400.0408845	233	2	165	812118.7823	233	165	167	60.36502153	165	-1554	-5758884	1145836.375
166	168	66.42165286	165	23.21680617	72.93793044	423.347509	244	2	166	812344.4794	244	166	168	66.42165286	166	-1556	-5759082.5	1145925.25
167	169	71.05647516	166	22.61797852	71.05647516	401.7884573	170	2	167	811835.0508	170	167	169	71.05647516	167	-1559	-5758399	1146168.625
168	170	157.9104613	167	64.02374567	201.1364994	3219.377546	222	2	168	812077.0384	222	168	170	157.9104613	168	-1559	-5758724	1146080.25
169	171	89.42383201	168	30.46956519	95.72318288	729.1626215	142	2	169	811765.4107	142	169	171	89.42383201	169	-1559	-5758385.5	1146060.125
170	172	34.18264639	169	10.88067428	34.18264639	92.98256037	143	2	170	811769.8172	143	170	172	34.18264639	170	-1559	-5758368	1146083.25
171	173	26.77733011	170	9.950315386	31.25959808	77.76011884	192	2	171	811923.5931	192	171	173	26.77733011	171	-1559	-5758491.5	1146161.5
172	174	50.51741171	171	18.93874683	59.49813183	281.7064529	215	2	172	812015.4605	215	172	174	50.51741171	172	-1554	-5758486	1146365.125
173	175	50.15488481	172	18.99808973	59.68429106	283.4720309	213	2	173	812008.9462	213	173	175	50.15488481	173	-1554	-5758486.5	1146349
174	176	47.06517965	173	14.98131198	47.06517965	176.2745349	211	2	174	812004.0018	211	174	176	47.06517965	174	-1559	-5758491	1146329.125
175	177	68.19785434	174	29.0714919	91.33081727	663.7810103	206	2	175	811992.744	206	175	177	68.19785434	175	-1559	-5758495.5	1146303.75
176	178	49.03500374	175	18.83788172	59.18101922	278.7115822	193	2	176	811940.7678	193	176	178	49.03500374	176	-1554	-5758398	1146373.875
177	179	16.61927993	176	5.290081103	16.61927993	21.97933466	199	2	177	811960.5141	199	177	179	16.61927993	177	-1554	-5758409	1146383.625
178	180	24.70660589	177	7.864356909	24.70660589	48.57539168	202	2	178	811968.6899	202	178	180	24.70660589	178	-1554	-5758420	1146381.75
179	181	23.32631458	178	7.42499654	23.32631458	43.29945126	198	2	179	811957.1961	198	179	181	23.32631458	179	-1554	-5758421	1146356.375
180	182	31.968094	179	10.17576036	31.968094	81.32491597	223	2	180	812077.7261	223	180	182	31.968094	180	-1559	-5758566	1146332.875
181	183	31.6598482	180	11.67874047	36.69015028	107.1245763	226	2	181	812091.5139	226	181	183	31.6598482	181	-1559	-5758579	1146338.125
182	184	81.1369917	181	36.91350526	115.9673424	1070.191617	237	2	182	812160.9107	237	182	184	81.1369917	182	-1554	-5758625	1146415.375
183	185	48.53514437	182	18.11601212	56.91323118	257.760652	235	2	183	812151.439	235	183	185	48.53514437	183	-1554	-5758604.5	1146416.125
184	186	75.66639634	183	28.07663236	88.20517241	619.1248594	231	2	184	812107.9174	231	184	186	75.66639634	184	-1554	-5758568	1146400
185	187	32.95966371	184	13.49100589	42.38339907	142.9491913	234	2	185	812122.6785	234	185	187	32.95966371	185	-1559	-5758615	1146335.5
186	188	19.77717023	185	8.036581191	25.24751474	50.72562479	229	2	186	812096.3244	229	186	188	19.77717023	186	-1559	-5758596.5	1146311.125
187	189	32.39002735	186	13.5474551	42.56046522	144.1460908	230	2	187	812104.6833	230	187	189	32.39002735	187	-1559	-5758614.5	1146294
188	190	97.07748086	187	30.90072189	97.07748086	749.9410594	221	2	188	812074.5319	221	188	190	97.07748086	188	-1559	-5758611	1146265.375
189	191	28.30942667	188	10.85743352	34.10992486	92.58735156	207	2	189	811993.4231	207	189	191	28.30942667	189	-1554	-5758459	1146361.125
190	192	40.61835357	189	15.0799587	47.37481243	178.6015169	240	2	190	812193.3668	240	190	192	40.61835357	190	-1554	-5758680	1146359.25
191	193	34.92862007	190	15.29513892	48.05094773	183.735913	239	2	191	812181.2352	239	191	193	34.92862007	191	-1554	-5758623	1146440
